,InvoiceNo,StockCode,Quantity,UnitPrice,CustomerID,Country,Product Type,Colour_type,Revenue,Cluster number,Year,Month,Day,DayOfWeek
48615,1562,1828,6.0,2.55,37,22,1319,9,2.55,0,2011,1,7,5
52405,2810,1493,-1.0,4.95,1043,25,277,7,4.95,0,2011,1,11,2
68823,2071,2651,2.0,18.0,56,9,1679,7,18.0,0,2011,1,24,1
54176,1717,400,8.0,0.85,1322,25,1652,1,0.85,1,2011,1,12,3
1198,70,277,1.0,2.95,1307,25,1837,7,2.95,2,2010,12,1,3
23385,798,159,3.0,0.85,1283,25,1409,1,0.85,2,2010,12,10,5
58763,1852,2485,3.0,1.65,1347,25,536,3,1.65,0,2011,1,16,0
2036,84,1467,6.0,2.1,1234,25,2219,7,2.1,2,2010,12,1,3
23572,805,1234,24.0,1.25,113,25,950,7,1.25,2,2010,12,10,5
26221,878,2189,8.0,0.65,748,25,903,7,0.65,0,2010,12,12,0
49119,1580,351,48.0,1.45,226,25,125,7,1.45,1,2011,1,9,0
78678,2426,488,12.0,0.85,119,17,1104,7,0.85,1,2011,2,1,2
12655,466,1726,4.0,2.1,962,25,153,7,2.1,2,2010,12,6,1
30016,999,257,3.0,0.42,527,25,1132,7,0.42,1,2010,12,14,2
55827,1758,1806,48.0,0.42,318,25,479,7,0.42,0,2011,1,13,4
26074,872,82,3.0,2.55,324,25,793,7,2.55,1,2010,12,12,0
34642,1248,1602,6.0,2.1,1065,25,967,7,2.1,0,2010,12,17,5
17324,592,2056,48.0,0.29,384,25,2258,7,0.29,2,2010,12,8,3
19426,668,1719,3.0,2.1,382,25,981,7,2.1,2,2010,12,8,3
47282,1532,39,25.0,0.42,158,25,2277,7,0.42,1,2011,1,7,5
27441,906,1146,24.0,0.21,188,25,1461,11,0.21,2,2010,12,13,1
9015,366,774,6.0,1.25,417,25,2035,7,1.25,2,2010,12,5,0
75846,2322,1604,7.0,4.65,1285,25,2209,7,4.65,0,2011,1,30,0
49714,1604,1234,24.0,1.25,1275,25,950,7,1.25,1,2011,1,9,0
25947,866,1516,2.0,2.95,1311,25,1308,7,2.95,2,2010,12,12,0
12246,450,568,2.0,7.95,1060,25,646,7,7.95,2,2010,12,6,1
28479,926,979,6.0,0.42,1131,25,590,7,0.42,2,2010,12,13,1
19116,652,1008,4.0,4.25,189,25,435,5,4.25,2,2010,12,8,3
51754,1654,1908,2.0,7.95,683,25,2215,7,7.95,0,2011,1,10,1
14917,546,447,1.0,1.65,113,25,1911,7,1.65,2,2010,12,7,2
28476,926,1364,8.0,1.25,1131,25,1360,7,1.25,2,2010,12,13,1
77062,2354,1542,3.0,1.25,493,25,660,7,1.25,0,2011,1,31,1
57551,1818,875,12.0,0.42,624,25,1785,7,0.42,1,2011,1,14,5
67576,2040,1397,3.0,1.25,1268,25,1944,7,1.25,0,2011,1,23,0
57486,1816,1131,12.0,2.95,1246,25,1802,7,2.95,1,2011,1,14,5
865,52,1437,1.0,1.95,1324,25,64,7,1.95,2,2010,12,1,3
31465,1057,2023,12.0,5.55,1200,25,2230,0,5.55,0,2010,12,15,3
73058,2226,993,4.0,6.75,603,6,1517,7,6.75,1,2011,1,27,4
45930,1503,281,3.0,5.95,990,25,1726,11,5.95,1,2011,1,6,4
7438,2479,231,-1.0,2.95,784,25,245,7,2.95,1,2010,12,5,0
52207,1662,566,12.0,0.42,459,25,863,7,0.42,1,2011,1,11,2
551,42,404,1.0,1.69,1312,25,1662,5,1.69,2,2010,12,1,3
20284,721,911,1.0,2.1,865,25,1778,7,2.1,2,2010,12,9,4
56944,1798,1400,3.0,4.95,263,25,206,7,4.95,0,2011,1,14,5
5032,248,1410,4.0,2.1,471,25,966,7,2.1,2,2010,12,2,4
31746,1074,944,2.0,3.75,616,25,1046,6,3.75,2,2010,12,15,3
17857,617,2371,1.0,3.75,1158,25,720,7,3.75,2,2010,12,8,3
20061,712,1899,12.0,2.1,91,8,1443,1,2.1,2,2010,12,9,4
8736,359,514,1.0,2.1,823,25,1975,7,2.1,2,2010,12,5,0
47465,1544,915,10.0,1.65,943,25,1780,7,1.65,1,2011,1,7,5
49526,1597,822,2.0,1.95,1212,25,68,9,1.95,1,2011,1,9,0
58924,1855,1074,3.0,0.65,1225,25,683,7,0.65,1,2011,1,16,0
34331,1227,2307,1.0,0.55,113,25,2019,7,0.55,0,2010,12,17,5
76657,2340,1071,12.0,0.85,723,25,747,7,0.85,1,2011,1,31,1
45942,1503,1220,4.0,4.95,990,25,717,3,4.95,1,2011,1,6,4
61585,1908,320,40.0,1.25,3,20,1169,7,1.25,1,2011,1,18,2
30036,1001,1429,1.0,1.95,857,25,237,7,1.95,2,2010,12,14,2
38619,1316,1256,40.0,1.45,560,25,1047,7,1.45,0,2010,12,20,1
52558,1687,2307,24.0,0.55,52,22,2019,7,0.55,0,2011,1,11,2
19014,644,540,1.0,3.75,757,25,231,7,3.75,2,2010,12,8,3
23124,780,1657,12.0,1.25,1250,25,1495,7,1.25,2,2010,12,10,5
10101,401,178,2.0,1.65,113,25,1330,5,1.65,2,2010,12,5,0
3697,161,775,1.0,1.25,470,25,1498,7,1.25,2,2010,12,2,4
26250,879,1326,4.0,0.42,849,25,1280,7,0.42,2,2010,12,12,0
42764,1413,828,2.0,1.65,1285,25,1849,7,1.65,1,2011,1,4,2
6525,278,302,12.0,0.85,174,25,1744,11,0.85,2,2010,12,3,5
28776,942,1467,6.0,2.1,532,25,2219,7,2.1,2,2010,12,13,1
66358,2017,587,36.0,2.1,400,25,625,7,2.1,1,2011,1,21,5
43578,1433,296,2.0,1.25,899,25,2180,11,1.25,1,2011,1,4,2
66134,2009,859,1.0,2.95,1304,25,2166,7,2.95,1,2011,1,21,5
55191,1743,613,2.0,9.95,789,25,2187,7,9.95,1,2011,1,12,3
21660,752,666,6.0,2.95,1317,25,1708,12,2.95,2,2010,12,9,4
78773,2430,531,1.0,1.95,872,25,686,14,1.95,1,2011,2,1,2
23903,818,547,4.0,3.75,1373,25,1909,13,3.75,2,2010,12,10,5
52419,1679,2310,144.0,3.39,55,22,1521,5,3.39,0,2011,1,11,2
78132,2404,1401,1.0,8.5,591,25,1110,7,8.5,0,2011,2,1,2
63238,1944,994,12.0,7.65,627,25,1085,13,7.65,1,2011,1,19,3
31753,1074,1572,2.0,2.95,616,25,301,9,2.95,2,2010,12,15,3
19443,2533,1013,-2.0,8.5,902,25,621,1,8.5,1,2010,12,8,3
4966,244,1556,4.0,6.75,1387,25,1954,9,6.75,2,2010,12,2,4
17036,572,812,12.0,1.25,184,25,169,1,1.25,2,2010,12,8,3
31915,1083,1604,12.0,4.65,193,25,2209,7,4.65,2,2010,12,15,3
64452,1975,297,12.0,1.25,73,8,2135,7,1.25,1,2011,1,20,4
26767,893,2432,2.0,7.95,228,25,1842,11,7.95,0,2010,12,13,1
44305,2764,1760,-2.0,8.95,603,6,196,7,8.95,0,2011,1,5,3
11568,422,240,2.0,3.75,828,25,770,9,3.75,2,2010,12,6,1
17968,617,337,1.0,1.95,1158,25,894,7,1.95,2,2010,12,8,3
481,40,1396,4.0,3.75,456,25,0,7,3.75,2,2010,12,1,3
30213,1009,1496,1.0,3.95,1167,25,1063,7,3.95,2,2010,12,14,2
7251,308,1452,1.0,1.25,1006,25,171,1,1.25,2,2010,12,3,5
55844,1760,909,12.0,1.65,159,25,1771,7,1.65,1,2011,1,13,4
9531,382,1046,12.0,1.45,180,25,1139,7,1.45,2,2010,12,5,0
10826,410,1256,3.0,1.65,885,25,1047,7,1.65,2,2010,12,6,1
49642,1601,1274,6.0,1.65,1010,25,1921,7,1.65,0,2011,1,9,0
5256,262,729,12.0,1.25,92,8,2158,7,1.25,2,2010,12,3,5
32650,1126,1742,25.0,0.42,989,25,873,7,0.42,0,2010,12,16,4
44359,1455,516,4.0,1.65,324,25,871,11,1.65,1,2011,1,5,3
29410,975,1604,12.0,4.65,243,25,2209,7,4.65,2,2010,12,14,2
63121,1939,171,6.0,2.55,1183,25,1405,1,2.55,1,2011,1,19,3
24038,831,824,10.0,1.95,123,20,1974,7,1.95,2,2010,12,10,5
20218,718,2025,12.0,2.95,484,25,2249,13,2.95,2,2010,12,9,4
45581,1492,2224,12.0,1.25,274,25,2284,7,1.25,0,2011,1,6,4
25375,851,1314,1.0,0.42,735,25,1919,7,0.42,2,2010,12,12,0
65038,1998,2054,10.0,1.65,733,25,1036,9,1.65,0,2011,1,20,4
17113,579,1733,12.0,1.65,301,25,1317,7,1.65,2,2010,12,8,3
50082,1620,1256,3.0,1.65,272,25,1047,7,1.65,0,2011,1,9,0
12839,473,1340,5.0,1.65,178,25,1821,7,1.65,2,2010,12,6,1
74800,2287,1470,24.0,2.55,1116,25,1712,5,2.55,0,2011,1,28,5
43740,1439,1113,6.0,2.55,882,25,2031,1,2.55,1,2011,1,5,3
64390,1967,696,6.0,2.95,519,25,1022,11,2.95,1,2011,1,19,3
44895,2768,1121,-1.0,1.25,62,9,1906,7,1.25,1,2011,1,5,3
31147,1039,1013,2.0,8.5,190,25,621,1,8.5,2,2010,12,15,3
20363,723,352,3.0,1.95,954,25,522,7,1.95,2,2010,12,9,4
75836,2321,852,24.0,0.29,718,25,999,7,0.29,1,2011,1,30,0
14016,495,779,6.0,1.25,295,25,865,7,1.25,2,2010,12,6,1
7945,335,1421,12.0,1.45,57,8,391,7,1.45,2,2010,12,5,0
71236,2150,1440,4.0,2.95,222,25,1702,14,2.95,0,2011,1,25,2
21421,741,2085,12.0,1.25,903,25,992,7,1.25,2,2010,12,9,4
29159,963,311,1.0,1.25,938,25,2073,7,1.25,1,2010,12,14,2
45725,1499,245,3.0,0.65,787,25,1491,11,0.65,1,2011,1,6,4
64400,1967,2464,2.0,2.95,519,25,2118,7,2.95,0,2011,1,19,3
54646,1736,1604,3.0,4.65,1155,25,2209,7,4.65,0,2011,1,12,3
1129,68,2403,1.0,1.65,741,25,1115,7,1.65,2,2010,12,1,3
26011,868,1168,1.0,4.25,1099,25,8,7,4.25,2,2010,12,12,0
27967,911,2050,1.0,4.65,816,25,371,1,4.65,2,2010,12,13,1
38297,1299,2344,12.0,1.25,682,25,294,7,1.25,0,2010,12,20,1
71868,2187,1334,12.0,1.65,603,6,1632,7,1.65,0,2011,1,26,3
41595,1388,385,24.0,0.55,675,25,1389,7,0.55,1,2010,12,23,4
45685,1497,143,30.0,0.85,546,25,2251,7,0.85,1,2011,1,6,4
25784,859,1438,30.0,2.1,114,14,2081,7,2.1,2,2010,12,12,0
52272,1665,998,12.0,2.95,11,0,1357,1,2.95,1,2011,1,11,2
26059,871,2033,12.0,2.1,314,25,105,7,2.1,2,2010,12,12,0
17810,616,405,2.0,4.95,1153,25,1728,11,4.95,2,2010,12,8,3
25865,863,2306,2.0,0.55,1167,25,2052,7,0.55,0,2010,12,12,0
57491,1817,375,48.0,0.65,650,25,852,7,0.65,1,2011,1,14,5
49861,1611,1450,3.0,1.25,1266,25,171,1,1.25,0,2011,1,9,0
18107,623,1901,2.0,7.95,1123,25,1996,7,7.95,2,2010,12,8,3
57484,1816,1064,12.0,1.25,1246,25,749,7,1.25,1,2011,1,14,5
53492,1706,681,12.0,1.25,355,25,486,7,1.25,1,2011,1,11,2
70980,2146,2437,6.0,2.1,896,25,960,7,2.1,0,2011,1,25,2
59211,1868,550,12.0,4.95,411,25,1046,7,4.95,1,2011,1,17,1
76493,2334,1424,12.0,1.45,480,25,1028,7,1.45,0,2011,1,31,1
17136,581,1009,1.0,3.95,1351,25,983,0,3.95,2,2010,12,8,3
32079,1091,1212,6.0,0.65,725,25,2078,7,0.65,2,2010,12,15,3
74991,2971,965,-1.0,4.95,42,9,1522,7,4.95,1,2011,1,28,5
77029,2350,1091,1.0,7.95,507,25,703,7,7.95,1,2011,1,31,1
42742,1412,1256,24.0,1.65,491,25,1047,7,1.65,0,2011,1,4,2
70520,2130,650,12.0,1.25,343,9,1946,13,1.25,1,2011,1,25,2
34535,1241,1495,2.0,3.95,1151,25,1943,7,3.95,0,2010,12,17,5
21667,752,1194,1.0,1.25,1317,25,1223,7,1.25,2,2010,12,9,4
38482,1310,2024,2.0,7.95,999,25,2232,13,7.95,0,2010,12,20,1
21440,742,2242,24.0,1.69,1239,25,139,7,1.69,2,2010,12,9,4
30458,1022,943,1.0,4.95,1285,25,425,7,4.95,2,2010,12,14,2
40100,1359,1603,3.0,4.65,1122,25,2207,7,4.65,0,2010,12,21,2
46874,1518,155,6.0,7.95,14,8,1740,11,7.95,1,2011,1,6,4
57384,1814,1537,2.0,2.95,1357,25,1506,7,2.95,0,2011,1,14,5
71624,2176,139,10.0,1.95,291,25,65,7,1.95,1,2011,1,26,3
56746,1790,1363,6.0,2.55,1352,25,1378,7,2.55,0,2011,1,13,4
14248,510,1178,10.0,1.65,57,8,1209,7,1.65,2,2010,12,7,2
1429,82,2393,40.0,1.95,940,25,69,11,1.95,2,2010,12,1,3
2125,88,1123,6.0,2.95,149,25,1011,7,2.95,2,2010,12,1,3
77436,2373,534,1.0,6.75,1224,25,1335,7,6.75,1,2011,1,31,1
52157,1661,650,12.0,1.49,1190,25,1946,13,1.49,1,2011,1,11,2
39707,1346,1115,1.0,1.65,1320,25,1103,7,1.65,1,2010,12,21,2
8349,351,547,3.0,3.75,1091,25,1909,13,3.75,2,2010,12,5,0
5170,257,647,4.0,1.25,520,25,1946,1,1.25,2,2010,12,2,4
9954,400,941,3.0,2.55,224,25,136,7,2.55,2,2010,12,5,0
28984,953,1652,1.0,1.95,939,25,1334,7,1.95,2,2010,12,13,1
17259,587,1696,1.0,2.55,580,25,557,7,2.55,2,2010,12,8,3
78092,2403,1465,2.0,7.95,131,25,1072,7,7.95,0,2011,2,1,2
46471,1509,1495,3.0,3.95,332,25,1943,7,3.95,0,2011,1,6,4
47365,1540,1541,1.0,14.95,350,25,1292,7,14.95,0,2011,1,7,5
12589,463,1436,10.0,1.65,1245,25,1205,7,1.65,2,2010,12,6,1
45561,1492,2407,32.0,2.55,274,25,1022,13,2.55,0,2011,1,6,4
14691,534,1800,12.0,0.85,621,25,987,7,0.85,2,2010,12,7,2
57253,1806,243,24.0,0.65,54,8,1493,7,0.65,1,2011,1,14,5
73755,2247,1966,6.0,4.25,1123,25,295,7,4.25,0,2011,1,27,4
6727,291,952,12.0,5.45,603,6,159,7,5.45,2,2010,12,3,5
33348,1165,939,8.0,1.25,649,25,1263,7,1.25,2,2010,12,16,4
44662,1471,1213,1.0,12.75,705,25,1710,7,12.75,1,2011,1,5,3
43596,1433,2051,1.0,2.95,899,25,370,9,2.95,0,2011,1,4,2
29659,985,120,6.0,3.25,225,25,1602,9,3.25,1,2010,12,14,2
23736,810,1173,5.0,2.1,444,25,189,7,2.1,2,2010,12,10,5
26129,873,251,1.0,0.85,547,25,1492,7,0.85,2,2010,12,12,0
23879,817,1568,4.0,3.75,603,6,27,7,3.75,2,2010,12,10,5
78264,2409,97,1.0,2.1,527,25,1465,7,2.1,1,2011,2,1,2
23329,798,1365,6.0,0.85,1283,25,765,9,0.85,2,2010,12,10,5
46916,1521,1402,2.0,8.5,191,25,1157,11,8.5,0,2011,1,6,4
19542,676,847,48.0,0.29,23,18,1388,11,0.29,2,2010,12,8,3
70796,2142,304,24.0,0.65,111,21,1427,11,0.65,1,2011,1,25,2
63049,1936,695,24.0,1.65,27,24,2066,11,1.65,1,2011,1,19,3
59859,1899,1273,2.0,9.95,354,25,2237,13,9.95,0,2011,1,17,1
3275,139,1000,24.0,5.95,367,25,1832,7,5.95,2,2010,12,2,4
16375,560,1544,2.0,1.25,1306,25,661,5,1.25,2,2010,12,7,2
71934,2189,1133,6.0,2.95,1261,25,1800,7,2.95,1,2011,1,26,3
77361,2367,1285,1.0,4.95,1229,25,2060,7,4.95,0,2011,1,31,1
12581,463,147,10.0,1.65,1245,25,1211,7,1.65,2,2010,12,6,1
11557,422,1580,4.0,1.95,828,25,1363,7,1.95,2,2010,12,6,1
48974,1573,1537,4.0,2.95,300,25,1506,7,2.95,0,2011,1,7,5
20523,2538,966,-14.0,4.25,1252,25,1759,7,4.25,1,2010,12,9,4
71188,2150,2092,6.0,1.49,222,25,1247,14,1.49,0,2011,1,25,2
33089,1156,6,10.0,0.85,531,25,1489,2,0.85,1,2010,12,16,4
9401,379,1358,24.0,0.85,30,9,2089,7,0.85,2,2010,12,5,0
12888,474,1285,2.0,4.95,1118,25,2060,7,4.95,2,2010,12,6,1
32156,1094,1494,4.0,4.95,789,25,278,7,4.95,2,2010,12,15,3
26314,879,2084,4.0,2.1,849,25,1150,7,2.1,2,2010,12,12,0
75573,2313,2047,2.0,3.75,756,25,2107,7,3.75,0,2011,1,30,0
29179,963,404,2.0,1.69,938,25,1662,5,1.69,1,2010,12,14,2
76743,2344,1310,1.0,12.75,1388,25,2216,7,12.75,0,2011,1,31,1
9327,377,741,1.0,1.25,827,25,446,7,1.25,2,2010,12,5,0
8597,356,1153,1.0,2.55,113,25,1213,7,2.55,2,2010,12,5,0
59433,1875,1145,12.0,1.65,374,25,1074,7,1.65,1,2011,1,17,1
584,42,700,2.0,2.95,1312,25,1847,5,2.95,2,2010,12,1,3
17887,617,1363,1.0,2.55,1158,25,1378,7,2.55,2,2010,12,8,3
3992,185,514,2.0,2.1,1058,25,1975,7,2.1,2,2010,12,2,4
19977,703,1441,6.0,2.95,40,8,1703,7,2.95,2,2010,12,9,4
8460,352,307,2.0,0.85,113,25,1434,7,0.85,2,2010,12,5,0
8510,353,509,3.0,1.25,918,25,1675,7,1.25,2,2010,12,5,0
63686,1959,1049,1.0,12.75,251,25,261,7,12.75,1,2011,1,19,3
63647,1958,921,6.0,2.95,456,25,1419,7,2.95,1,2011,1,19,3
7312,311,1573,12.0,1.25,939,25,661,1,1.25,2,2010,12,3,5
63390,1948,1334,24.0,1.65,89,8,1632,7,1.65,0,2011,1,19,3
70537,2130,593,6.0,2.25,343,9,2253,7,2.25,1,2011,1,25,2
44670,1472,2407,3.0,2.95,1021,25,1022,13,2.95,0,2011,1,5,3
64449,1974,557,25.0,0.42,928,25,1667,1,0.42,1,2011,1,20,4
17502,605,2642,1.0,1.25,527,25,1182,7,1.25,2,2010,12,8,3
7742,328,2279,72.0,1.06,1036,25,26,12,1.06,2,2010,12,5,0
14406,521,770,1.0,2.1,1362,25,2111,7,2.1,2,2010,12,7,2
61747,1922,1719,1.0,2.1,1361,25,981,7,2.1,0,2011,1,18,2
26035,869,963,2.0,1.65,1023,25,1039,7,1.65,2,2010,12,12,0
65906,2001,822,2.0,1.95,555,25,68,9,1.95,1,2011,1,20,4
45521,1491,1299,36.0,1.85,15,0,408,9,1.85,0,2011,1,6,4
48984,1573,711,3.0,5.95,300,25,104,7,5.95,1,2011,1,7,5
9965,400,1448,3.0,1.25,224,25,2074,1,1.25,2,2010,12,5,0
31730,1073,639,4.0,3.95,232,25,879,7,3.95,1,2010,12,15,3
1974,2448,1051,-5.0,1.65,30,9,1083,7,1.65,1,2010,12,1,3
64843,1990,2407,12.0,2.95,712,25,1022,13,2.95,0,2011,1,20,4
2090,85,1525,9.0,0.85,1285,25,54,14,0.85,2,2010,12,1,3
4547,219,1497,4.0,3.75,891,25,12,7,3.75,2,2010,12,2,4
8314,349,945,1.0,3.95,1368,25,2210,7,3.95,2,2010,12,5,0
31914,1083,550,12.0,4.95,193,25,1046,7,4.95,1,2010,12,15,3
74034,2257,1702,12.0,1.95,749,25,560,7,1.95,0,2011,1,27,4
77030,2351,799,15.0,0.65,548,25,0,7,0.65,1,2011,1,31,1
47213,1528,2376,1.0,5.45,227,25,545,3,5.45,0,2011,1,6,4
59702,1892,688,12.0,0.85,91,8,304,7,0.85,1,2011,1,17,1
2373,113,1818,12.0,1.49,412,25,257,7,1.49,2,2010,12,1,3
71372,2153,352,2.0,1.95,1201,25,522,7,1.95,1,2011,1,25,2
76141,2331,1833,4.0,3.75,49,9,249,7,3.75,0,2011,1,31,1
14118,505,148,4.0,1.65,1129,25,1208,0,1.65,2,2010,12,7,2
377,33,274,4.0,2.95,820,25,63,7,2.95,2,2010,12,1,3
51648,1647,2464,24.0,1.25,1179,25,2118,7,1.25,0,2011,1,10,1
63202,1943,1679,12.0,0.42,571,25,190,7,0.42,0,2011,1,19,3
17804,615,1002,12.0,0.85,1258,25,1931,7,0.85,2,2010,12,8,3
14088,501,1410,12.0,2.1,1101,25,966,7,2.1,2,2010,12,7,2
52675,1691,1341,3.0,1.25,542,25,1309,7,1.25,0,2011,1,11,2
67547,2039,911,5.0,2.1,148,25,1778,7,2.1,1,2011,1,23,0
24266,839,1518,2.0,2.1,1126,25,1640,7,2.1,2,2010,12,10,5
77528,2993,993,-2.0,6.75,486,3,1517,7,6.75,1,2011,1,31,1
24212,836,1602,24.0,2.1,271,25,967,7,2.1,2,2010,12,10,5
59004,1857,1554,8.0,7.95,121,19,2218,7,7.95,0,2011,1,17,1
13947,493,782,6.0,1.25,1312,25,1076,7,1.25,2,2010,12,6,1
45059,1477,1805,1.0,1.25,727,25,993,7,1.25,0,2011,1,5,3
75186,2294,1556,4.0,6.75,22,0,1954,9,6.75,0,2011,1,28,5
70790,2142,1207,24.0,0.55,111,21,1391,7,0.55,1,2011,1,25,2
44469,1463,1657,12.0,1.25,89,8,1495,7,1.25,0,2011,1,5,3
19744,687,1518,6.0,2.1,705,25,1640,7,2.1,2,2010,12,9,4
2047,85,1258,1.0,4.95,1285,25,2100,7,4.95,2,2010,12,1,3
8994,366,741,10.0,1.25,417,25,446,7,1.25,2,2010,12,5,0
34035,1212,914,5.0,1.65,1174,25,1775,7,1.65,1,2010,12,16,4
44968,1477,149,2.0,1.65,727,25,1204,1,1.65,1,2011,1,5,3
37402,1277,694,2.0,4.95,1310,25,909,7,4.95,1,2010,12,19,0
66442,2022,1522,2.0,3.75,549,25,768,7,3.75,0,2011,1,21,5
74693,2284,280,1.0,2.95,748,25,1725,11,2.95,1,2011,1,28,5
68010,2050,2085,1.0,1.25,234,25,992,7,1.25,0,2011,1,23,0
11628,424,123,10.0,6.75,893,25,653,11,6.75,2,2010,12,6,1
20596,734,1433,4.0,1.95,684,25,1214,7,1.95,2,2010,12,9,4
72933,2222,1248,8.0,2.55,1025,25,349,7,2.55,1,2011,1,27,4
65907,2001,823,2.0,1.95,555,25,1973,7,1.95,1,2011,1,20,4
42352,1397,2054,72.0,1.25,817,25,1036,9,1.25,0,2010,12,23,4
71928,2189,1701,6.0,2.55,1261,25,559,7,2.55,0,2011,1,26,3
4500,210,123,20.0,6.75,635,25,653,11,6.75,2,2010,12,2,4
76474,2333,147,10.0,1.65,99,9,1211,7,1.65,1,2011,1,31,1
70777,2142,343,16.0,1.95,111,21,1725,7,1.95,1,2011,1,25,2
22447,774,548,10.0,2.95,373,25,744,1,2.95,2,2010,12,9,4
34393,1230,387,24.0,4.95,1178,23,1757,7,4.95,1,2010,12,17,5
11604,422,1396,3.0,3.75,828,25,0,7,3.75,2,2010,12,6,1
58612,1848,959,24.0,0.85,182,25,1035,11,0.85,1,2011,1,16,0
13095,484,2296,12.0,0.85,282,25,1050,7,0.85,2,2010,12,6,1
17112,579,1735,12.0,1.65,301,25,0,7,1.65,2,2010,12,8,3
4232,197,244,6.0,0.65,489,25,1492,7,0.65,2,2010,12,2,4
72741,2215,1191,1.0,1.25,1167,25,1218,7,1.25,1,2011,1,26,3
26038,869,989,1.0,7.95,1023,25,2198,9,7.95,2,2010,12,12,0
58880,1855,48,1.0,2.95,1225,25,1010,9,2.95,1,2011,1,16,0
6466,276,1832,1.0,1.95,398,25,1571,9,1.95,2,2010,12,3,5
4519,213,2047,6.0,3.39,1288,25,2107,7,3.39,2,2010,12,2,4
18370,642,1421,12.0,1.45,288,25,391,7,1.45,2,2010,12,8,3
8173,345,521,4.0,1.25,134,25,1598,9,1.25,2,2010,12,5,0
41275,1372,1433,8.0,1.95,402,25,1214,7,1.95,0,2010,12,22,3
12439,455,1350,36.0,0.85,603,6,1087,11,0.85,2,2010,12,6,1
23893,817,1170,4.0,4.25,603,6,7,11,4.25,2,2010,12,10,5
78190,2406,352,1.0,1.95,1012,25,522,7,1.95,1,2011,2,1,2
34442,1233,1931,12.0,0.85,571,25,1122,7,0.85,0,2010,12,17,5
49640,1601,1931,36.0,0.85,1010,25,1122,7,0.85,0,2011,1,9,0
19644,679,1730,12.0,1.45,161,25,1078,7,1.45,2,2010,12,9,4
31698,1072,2485,18.0,1.65,1086,25,536,3,1.65,0,2010,12,15,3
55897,1763,1347,2.0,3.75,885,25,759,7,3.75,0,2011,1,13,4
51199,1646,1841,144.0,0.42,392,25,1432,7,0.42,0,2011,1,10,1
9972,400,1909,1.0,7.95,224,25,974,7,7.95,2,2010,12,5,0
61632,1911,1931,96.0,0.72,603,6,1122,7,0.72,0,2011,1,18,2
51595,1647,1843,2.0,0.42,1179,25,554,1,0.42,0,2011,1,10,1
8685,2482,123,-1.0,7.95,113,25,653,11,7.95,1,2010,12,5,0
12294,451,1152,1.0,2.55,1139,25,351,7,2.55,2,2010,12,6,1
63374,1948,145,10.0,0.85,89,8,1732,11,0.85,1,2011,1,19,3
57694,1821,145,2.0,0.85,692,25,1732,11,0.85,1,2011,1,14,5
39717,1346,812,1.0,1.25,1320,25,169,1,1.25,1,2010,12,21,2
32779,1139,1722,12.0,1.45,590,25,1124,7,1.45,0,2010,12,16,4
1441,2447,1409,-1.0,2.1,1285,25,970,11,2.1,0,2010,12,1,3
51058,1641,562,24.0,0.42,202,25,148,7,0.42,1,2011,1,10,1
34313,1226,944,4.0,3.75,307,25,1046,6,3.75,1,2010,12,17,5
13235,490,1276,12.0,0.85,1152,25,1383,7,0.85,2,2010,12,6,1
26512,885,1903,2.0,7.95,628,25,2106,7,7.95,2,2010,12,12,0
54354,1727,649,2.0,1.25,1285,25,1946,13,1.25,1,2011,1,12,3
72310,2207,1404,1.0,8.5,1270,25,1289,7,8.5,0,2011,1,26,3
42450,1399,2230,1.0,1.69,1360,25,740,7,1.69,0,2010,12,23,4
48151,1558,92,12.0,2.55,454,25,1677,7,2.55,1,2011,1,7,5
3930,182,2376,2.0,5.45,421,25,545,3,5.45,2,2010,12,2,4
32618,1125,2162,20.0,1.25,589,25,1617,9,1.25,0,2010,12,16,4
61890,1925,965,2.0,4.95,620,25,1522,7,4.95,1,2011,1,18,2
66253,2894,2213,-1.0,39.95,130,25,579,7,39.95,0,2011,1,21,5
64311,1964,2480,24.0,1.25,1223,25,226,7,1.25,0,2011,1,19,3
75421,2306,684,4.0,2.55,386,25,688,7,2.55,1,2011,1,30,0
73811,2251,1257,6.0,2.95,440,25,1047,7,2.95,1,2011,1,27,4
61823,1923,2376,1.0,5.45,1358,25,545,3,5.45,0,2011,1,18,2
9415,379,2366,12.0,1.25,30,9,55,7,1.25,2,2010,12,5,0
32615,1125,1473,24.0,0.85,589,25,636,0,0.85,2,2010,12,16,4
67525,2038,2438,12.0,1.25,1256,25,2032,0,1.25,0,2011,1,23,0
8015,339,1523,12.0,3.75,697,16,769,7,3.75,2,2010,12,5,0
30144,1006,1602,5.0,2.1,478,25,967,7,2.1,2,2010,12,14,2
48952,1572,2189,16.0,0.65,543,25,903,7,0.65,0,2011,1,7,5
63111,1937,148,10.0,1.65,18,0,1208,0,1.65,1,2011,1,19,3
51647,1647,1440,4.0,2.95,1179,25,1702,14,2.95,0,2011,1,10,1
71811,2186,1583,12.0,0.42,30,9,329,7,0.42,0,2011,1,26,3
30436,1022,1289,3.0,12.75,1285,25,241,7,12.75,2,2010,12,14,2
193,21,1687,12.0,0.85,901,25,824,7,0.85,2,2010,12,1,3
28172,918,1698,2.0,2.95,1274,25,701,13,2.95,2,2010,12,13,1
58441,1835,1572,2.0,2.95,336,25,301,9,2.95,0,2011,1,16,0
